pl_name,hostname,disc_year,discoverymethod,disc_facility
"""Kepler-27 c""","""Kepler-27""",2011,"""Transit""","""Kepler"""
"""Kepler-1955 b""","""Kepler-1955""",2021,"""Transit""","""Kepler"""
"""Kepler-1869 b""","""Kepler-1869""",2021,"""Transit""","""Kepler"""
"""Kepler-1932 b""","""Kepler-1932""",2021,"""Transit""","""Kepler"""
"""Kepler-1736 b""","""Kepler-1736""",2021,"""Transit""","""Kepler"""
"""Kepler-616 c""","""Kepler-616""",2016,"""Transit""","""Kepler"""
"""Kepler-1885 b""","""Kepler-1885""",2021,"""Transit""","""Kepler"""
"""Kepler-799 b""","""Kepler-799""",2016,"""Transit""","""Kepler"""
"""Kepler-1748 b""","""Kepler-1748""",2021,"""Transit""","""Kepler"""
"""Kepler-1798 b""","""Kepler-1798""",2021,"""Transit""","""Kepler"""
"""Kepler-1514 b""","""Kepler-1514""",2016,"""Transit""","""Kepler"""
"""HD 3167 b""","""HD 3167""",2016,"""Transit""","""K2"""
"""Kepler-1811 b""","""Kepler-1811""",2021,"""Transit""","""Kepler"""
"""Kepler-305 c""","""Kepler-305""",2013,"""Transit""","""Kepler"""
"""Kepler-381 c""","""Kepler-381""",2014,"""Transit""","""Kepler"""
"""Kepler-1468 b""","""Kepler-1468""",2016,"""Transit""","""Kepler"""
"""Kepler-1889 b""","""Kepler-1889""",2021,"""Transit""","""Kepler"""
"""Kepler-1322 b""","""Kepler-1322""",2016,"""Transit""","""Kepler"""
"""Kepler-1734 b""","""Kepler-1734""",2021,"""Transit""","""Kepler"""
"""Kepler-1690 b""","""Kepler-1690""",2020,"""Transit""","""Kepler"""
"""Kepler-1895 b""","""Kepler-1895""",2021,"""Transit""","""Kepler"""
"""eps Eri b""","""eps Eri""",2000,"""Radial Velocity""","""Multiple Observatories"""
"""Kepler-1689 b""","""Kepler-1689""",2020,"""Transit""","""Kepler"""
"""Kepler-1848 b""","""Kepler-1848""",2021,"""Transit""","""Kepler"""
"""Kepler-1321 b""","""Kepler-1321""",2016,"""Transit""","""Kepler"""
"""Kepler-1899 b""","""Kepler-1899""",2021,"""Transit""","""Kepler"""
"""Kepler-1878 b""","""Kepler-1878""",2021,"""Transit""","""Kepler"""
"""Kepler-1321 b""","""Kepler-1321""",2016,"""Transit""","""Kepler"""
"""TIC 172900988 b""","""TIC 172900988 Aa""",2021,"""Transit""","""Transiting Exoplanet Survey Satellite (TESS)"""
"""TIC 172900988 b""","""TIC 172900988 Aa""",2021,"""Transit""","""Transiting Exoplanet Survey Satellite (TESS)"""
"""Kepler-1739 b""","""Kepler-1739""",2021,"""Transit""","""Kepler"""
"""Kepler-1530 d""","""Kepler-1530""",2021,"""Transit""","""Kepler"""
"""Kepler-1879 b""","""Kepler-1879""",2021,"""Transit""","""Kepler"""
"""Kepler-1311 b""","""Kepler-1311""",2016,"""Transit""","""Kepler"""
"""Kepler-1749 b""","""Kepler-1749""",2021,"""Transit""","""Kepler"""
"""Kepler-1683 b""","""Kepler-1683""",2020,"""Transit""","""Kepler"""
"""Kepler-1864 b""","""Kepler-1864""",2021,"""Transit""","""Kepler"""
"""HD 156668 c""","""HD 156668""",2021,"""Radial Velocity""","""Multiple Observatories"""
"""Kepler-1840 b""","""Kepler-1840""",2021,"""Transit""","""Kepler"""
"""Kepler-633 b""","""Kepler-633""",2016,"""Transit""","""Kepler"""
"""KMT-2020-BLG-0414L b""","""KMT-2020-BLG-0414L""",2021,"""Microlensing""","""KMTNet"""
"""KMT-2020-BLG-0414L b""","""KMT-2020-BLG-0414L""",2021,"""Microlensing""","""KMTNet"""
"""GJ 86 b""","""GJ 86""",1999,"""Radial Velocity""","""La Silla Observatory"""
"""HD 196050 b""","""HD 196050""",2002,"""Radial Velocity""","""Anglo-Australian Telescope"""
"""Kepler-1882 b""","""Kepler-1882""",2021,"""Transit""","""Kepler"""
"""KMT-2020-BLG-0414L b""","""KMT-2020-BLG-0414L""",2021,"""Microlensing""","""KMTNet"""
"""KMT-2020-BLG-0414L b""","""KMT-2020-BLG-0414L""",2021,"""Microlensing""","""KMTNet"""
"""KMT-2020-BLG-0414L c""","""KMT-2020-BLG-0414L""",2021,"""Microlensing""","""KMTNet"""
"""KMT-2020-BLG-0414L c""","""KMT-2020-BLG-0414L""",2021,"""Microlensing""","""KMTNet"""
"""KMT-2020-BLG-0414L c""","""KMT-2020-BLG-0414L""",2021,"""Microlensing""","""KMTNet"""
"""KMT-2020-BLG-0414L c""","""KMT-2020-BLG-0414L""",2021,"""Microlensing""","""KMTNet"""
"""Kepler-1652 b""","""Kepler-1652""",2017,"""Transit""","""Kepler"""
"""Kepler-1652 b""","""Kepler-1652""",2017,"""Transit""","""Kepler"""
"""Kepler-1652 b""","""Kepler-1652""",2017,"""Transit""","""Kepler"""
"""HD 154857 b""","""HD 154857""",2004,"""Radial Velocity""","""Anglo-Australian Telescope"""
"""Kepler-49 c""","""Kepler-49""",2012,"""Transit""","""Kepler"""
"""Kepler-33 d""","""Kepler-33""",2011,"""Transit""","""Kepler"""
"""Kepler-33 d""","""Kepler-33""",2011,"""Transit""","""Kepler"""
"""Kepler-33 d""","""Kepler-33""",2011,"""Transit""","""Kepler"""
"""Kepler-33 d""","""Kepler-33""",2011,"""Transit""","""Kepler"""
"""Kepler-33 d""","""Kepler-33""",2011,"""Transit""","""Kepler"""
"""Kepler-33 d""","""Kepler-33""",2011,"""Transit""","""Kepler"""
"""Kepler-33 f""","""Kepler-33""",2011,"""Transit""","""Kepler"""
"""Kepler-33 f""","""Kepler-33""",2011,"""Transit""","""Kepler"""
"""Kepler-33 f""","""Kepler-33""",2011,"""Transit""","""Kepler"""
"""Kepler-33 f""","""Kepler-33""",2011,"""Transit""","""Kepler"""
"""Kepler-33 f""","""Kepler-33""",2011,"""Transit""","""Kepler"""
"""Kepler-33 c""","""Kepler-33""",2011,"""Transit""","""Kepler"""
"""Kepler-33 c""","""Kepler-33""",2011,"""Transit""","""Kepler"""
"""Kepler-49 e""","""Kepler-49""",2014,"""Transit""","""Kepler"""
"""Kepler-49 b""","""Kepler-49""",2012,"""Transit""","""Kepler"""
"""GJ 720 A b""","""GJ 720 A""",2021,"""Radial Velocity""","""Roque de los Muchachos Observatory"""
"""G 264-012 b""","""G 264-012""",2021,"""Radial Velocity""","""Calar Alto Observatory"""
"""G 264-012 c""","""G 264-012""",2021,"""Radial Velocity""","""Calar Alto Observatory"""
"""GJ 393 b""","""GJ 393""",2021,"""Radial Velocity""","""Multiple Observatories"""
"""HD 102117 b""","""HD 102117""",2005,"""Radial Velocity""","""La Silla Observatory"""
"""HD 117618 b""","""HD 117618""",2004,"""Radial Velocity""","""Anglo-Australian Telescope"""
"""HD 125612 b""","""HD 125612""",2007,"""Radial Velocity""","""W. M. Keck Observatory"""
"""GJ 3021 b""","""GJ 3021""",2000,"""Radial Velocity""","""La Silla Observatory"""
"""Kepler-49 b""","""Kepler-49""",2012,"""Transit""","""Kepler"""
"""Kepler-49 c""","""Kepler-49""",2012,"""Transit""","""Kepler"""
"""Kepler-49 e""","""Kepler-49""",2014,"""Transit""","""Kepler"""
"""HD 5319 b""","""HD 5319""",2007,"""Radial Velocity""","""W. M. Keck Observatory"""
"""Kepler-49 d""","""Kepler-49""",2014,"""Transit""","""Kepler"""
"""Kepler-49 b""","""Kepler-49""",2012,"""Transit""","""Kepler"""
"""Kepler-49 d""","""Kepler-49""",2014,"""Transit""","""Kepler"""
"""Kepler-49 e""","""Kepler-49""",2014,"""Transit""","""Kepler"""
"""Kepler-49 c""","""Kepler-49""",2012,"""Transit""","""Kepler"""
"""Kepler-49 d""","""Kepler-49""",2014,"""Transit""","""Kepler"""
"""Kepler-49 e""","""Kepler-49""",2014,"""Transit""","""Kepler"""
"""HD 75898 b""","""HD 75898""",2007,"""Radial Velocity""","""W. M. Keck Observatory"""
"""HD 202206 c""","""HD 202206""",2004,"""Radial Velocity""","""La Silla Observatory"""
"""xi Aql b""","""xi Aql""",2007,"""Radial Velocity""","""Okayama Astrophysical Observatory"""
"""Kepler-49 b""","""Kepler-49""",2012,"""Transit""","""Kepler"""
"""Kepler-49 d""","""Kepler-49""",2014,"""Transit""","""Kepler"""
"""Kepler-49 e""","""Kepler-49""",2014,"""Transit""","""Kepler"""
"""HR 810 b""","""HR 810""",1999,"""Radial Velocity""","""La Silla Observatory"""
"""Kepler-49 b""","""Kepler-49""",2012,"""Transit""","""Kepler"""
"""Kepler-49 c""","""Kepler-49""",2012,"""Transit""","""Kepler"""
"""Kepler-49 d""","""Kepler-49""",2014,"""Transit""","""Kepler"""
"""Kepler-49 e""","""Kepler-49""",2014,"""Transit""","""Kepler"""
"""Kepler-49 c""","""Kepler-49""",2012,"""Transit""","""Kepler"""
"""Kepler-60 b""","""Kepler-60""",2012,"""Transit""","""Kepler"""
"""Kepler-60 d""","""Kepler-60""",2012,"""Transit""","""Kepler"""
"""HD 142 b""","""HD 142""",2001,"""Radial Velocity""","""Anglo-Australian Telescope"""
"""HD 4113 b""","""HD 4113""",2007,"""Radial Velocity""","""La Silla Observatory"""
"""HD 102365 b""","""HD 102365""",2010,"""Radial Velocity""","""Anglo-Australian Telescope"""
"""Kepler-54 b""","""Kepler-54""",2012,"""Transit""","""Kepler"""
"""OGLE-2012-BLG-0563L b""","""OGLE-2012-BLG-0563L""",2015,"""Microlensing""","""OGLE"""
"""HAT-P-8 b""","""HAT-P-8""",2008,"""Transit""","""HATNet"""
"""WASP-70 A b""","""WASP-70 A""",2014,"""Transit""","""SuperWASP"""
"""HAT-P-8 b""","""HAT-P-8""",2008,"""Transit""","""HATNet"""
"""Qatar-2 b""","""Qatar-2""",2011,"""Transit""","""Qatar"""
"""WASP-69 b""","""WASP-69""",2014,"""Transit""","""SuperWASP"""
"""WASP-2 b""","""WASP-2""",2007,"""Transit""","""SuperWASP"""
"""HD 40307 g""","""HD 40307""",2013,"""Radial Velocity""","""La Silla Observatory"""
"""Kepler-52 d""","""Kepler-52""",2014,"""Transit""","""Kepler"""
"""Kepler-49 c""","""Kepler-49""",2012,"""Transit""","""Kepler"""
"""Kepler-49 d""","""Kepler-49""",2014,"""Transit""","""Kepler"""
"""HD 40307 d""","""HD 40307""",2009,"""Radial Velocity""","""La Silla Observatory"""
"""Kepler-49 e""","""Kepler-49""",2014,"""Transit""","""Kepler"""
"""Kepler-49 d""","""Kepler-49""",2014,"""Transit""","""Kepler"""
"""Qatar-2 b""","""Qatar-2""",2011,"""Transit""","""Qatar"""
"""WASP-52 b""","""WASP-52""",2012,"""Transit""","""SuperWASP"""
"""WASP-74 b""","""WASP-74""",2015,"""Transit""","""SuperWASP"""
"""HAT-P-29 b""","""HAT-P-29""",2011,"""Transit""","""HATNet"""
"""WASP-80 b""","""WASP-80""",2012,"""Transit""","""SuperWASP"""
"""CoRoT-2 b""","""CoRoT-2""",2008,"""Transit""","""CoRoT"""
"""HAT-P-32 b""","""HAT-P-32""",2011,"""Transit""","""HATNet"""
"""WASP-2 b""","""WASP-2""",2007,"""Transit""","""SuperWASP"""
"""Kepler-60 d""","""Kepler-60""",2012,"""Transit""","""Kepler"""
"""Kepler-60 b""","""Kepler-60""",2012,"""Transit""","""Kepler"""
"""Kepler-60 c""","""Kepler-60""",2012,"""Transit""","""Kepler"""
"""Kepler-60 c""","""Kepler-60""",2012,"""Transit""","""Kepler"""
"""Kepler-419 b""","""Kepler-419""",2014,"""Transit""","""Kepler"""
"""HD 164595 b""","""HD 164595""",2015,"""Radial Velocity""","""Haute-Provence Observatory"""
"""Kepler-419 b""","""Kepler-419""",2014,"""Transit""","""Kepler"""
"""Kepler-54 c""","""Kepler-54""",2012,"""Transit""","""Kepler"""
"""Kepler-54 c""","""Kepler-54""",2012,"""Transit""","""Kepler"""
"""Kepler-54 c""","""Kepler-54""",2012,"""Transit""","""Kepler"""
"""Kepler-52 c""","""Kepler-52""",2012,"""Transit""","""Kepler"""
"""Kepler-52 b""","""Kepler-52""",2012,"""Transit""","""Kepler"""
"""Kepler-52 c""","""Kepler-52""",2012,"""Transit""","""Kepler"""
"""Kepler-52 d""","""Kepler-52""",2014,"""Transit""","""Kepler"""
"""Kepler-54 d""","""Kepler-54""",2014,"""Transit""","""Kepler"""
"""Kepler-54 b""","""Kepler-54""",2012,"""Transit""","""Kepler"""
"""Kepler-54 c""","""Kepler-54""",2012,"""Transit""","""Kepler"""
"""Kepler-54 c""","""Kepler-54""",2012,"""Transit""","""Kepler"""
"""Kepler-54 d""","""Kepler-54""",2014,"""Transit""","""Kepler"""
"""Kepler-52 d""","""Kepler-52""",2014,"""Transit""","""Kepler"""
"""Kepler-52 d""","""Kepler-52""",2014,"""Transit""","""Kepler"""
"""WASP-2 b""","""WASP-2""",2007,"""Transit""","""SuperWASP"""
"""HAT-P-32 b""","""HAT-P-32""",2011,"""Transit""","""HATNet"""
"""WASP-69 b""","""WASP-69""",2014,"""Transit""","""SuperWASP"""
"""WASP-2 b""","""WASP-2""",2007,"""Transit""","""SuperWASP"""
"""WASP-1 b""","""WASP-1""",2007,"""Transit""","""SuperWASP"""
"""HAT-P-32 b""","""HAT-P-32""",2011,"""Transit""","""HATNet"""
"""HAT-P-57 b""","""HAT-P-57""",2015,"""Transit""","""HATNet"""
"""Kepler-60 c""","""Kepler-60""",2012,"""Transit""","""Kepler"""
"""Kepler-60 d""","""Kepler-60""",2012,"""Transit""","""Kepler"""
"""8 UMi b""","""8 UMi""",2015,"""Radial Velocity""","""Bohyunsan Optical Astronomical Observatory"""
"""Kepler-854 b""","""Kepler-854""",2016,"""Transit""","""Kepler"""
"""HAT-P-29 b""","""HAT-P-29""",2011,"""Transit""","""HATNet"""
"""GJ 1214 b""","""GJ 1214""",2009,"""Transit""","""MEarth Project"""
"""HAT-P-32 b""","""HAT-P-32""",2011,"""Transit""","""HATNet"""
"""GJ 1214 b""","""GJ 1214""",2009,"""Transit""","""MEarth Project"""
"""WASP-80 b""","""WASP-80""",2012,"""Transit""","""SuperWASP"""
"""HAT-P-29 b""","""HAT-P-29""",2011,"""Transit""","""HATNet"""
"""Qatar-2 b""","""Qatar-2""",2011,"""Transit""","""Qatar"""
"""WASP-67 b""","""WASP-67""",2012,"""Transit""","""SuperWASP"""
"""HAT-P-65 b""","""HAT-P-65""",2016,"""Transit""","""HATNet"""
"""Kepler-10 c""","""Kepler-10""",2011,"""Transit""","""Kepler"""
"""kap CrB b""","""kap CrB""",2007,"""Radial Velocity""","""Lick Observatory"""
"""Kepler-134 c""","""Kepler-134""",2014,"""Transit""","""Kepler"""
"""Kepler-169 d""","""Kepler-169""",2014,"""Transit""","""Kepler"""
"""Kepler-171 d""","""Kepler-171""",2014,"""Transit""","""Kepler"""
"""Kepler-215 e""","""Kepler-215""",2014,"""Transit""","""Kepler"""
"""Kepler-220 b""","""Kepler-220""",2014,"""Transit""","""Kepler"""
"""Kepler-372 d""","""Kepler-372""",2014,"""Transit""","""Kepler"""
"""Kepler-274 c""","""Kepler-274""",2014,"""Transit""","""Kepler"""
"""Kepler-49 d""","""Kepler-49""",2014,"""Transit""","""Kepler"""
"""Kepler-93 c""","""Kepler-93""",2014,"""Radial Velocity""","""W. M. Keck Observatory"""
"""Kepler-49 c""","""Kepler-49""",2012,"""Transit""","""Kepler"""
"""Kepler-1652 b""","""Kepler-1652""",2017,"""Transit""","""Kepler"""
"""WASP-103 b""","""WASP-103""",2014,"""Transit""","""SuperWASP"""
"""Qatar-2 b""","""Qatar-2""",2011,"""Transit""","""Qatar"""
"""WASP-157 b""","""WASP-157""",2016,"""Transit""","""SuperWASP"""
"""WASP-21 b""","""WASP-21""",2010,"""Transit""","""SuperWASP"""
"""WASP-52 b""","""WASP-52""",2012,"""Transit""","""SuperWASP"""
"""WASP-2 b""","""WASP-2""",2007,"""Transit""","""SuperWASP"""
"""GJ 1214 b""","""GJ 1214""",2009,"""Transit""","""MEarth Project"""
"""Kepler-854 b""","""Kepler-854""",2016,"""Transit""","""Kepler"""
"""HAT-P-40 b""","""HAT-P-40""",2012,"""Transit""","""HATNet"""
"""CoRoTID 223977153 b""","""CoRoTID 223977153""",2017,"""Transit""","""CoRoT"""
"""Kepler-1756 b""","""Kepler-1756""",2021,"""Transit""","""Kepler"""
"""Kepler-1823 b""","""Kepler-1823""",2021,"""Transit""","""Kepler"""
"""Kepler-324 c""","""Kepler-324""",2014,"""Transit""","""Kepler"""
"""Kepler-1745 b""","""Kepler-1745""",2021,"""Transit""","""Kepler"""
"""Kepler-27 c""","""Kepler-27""",2011,"""Transit""","""Kepler"""
"""Kepler-1934 b""","""Kepler-1934""",2021,"""Transit""","""Kepler"""
"""Kepler-1841 b""","""Kepler-1841""",2021,"""Transit""","""Kepler"""
"""Kepler-633 c""","""Kepler-633""",2021,"""Transit""","""Kepler"""
"""Kepler-1757 b""","""Kepler-1757""",2021,"""Transit""","""Kepler"""
"""Kepler-1901 b""","""Kepler-1901""",2021,"""Transit""","""Kepler"""
"""Kepler-1860 b""","""Kepler-1860""",2021,"""Transit""","""Kepler"""
"""Kepler-1899 b""","""Kepler-1899""",2021,"""Transit""","""Kepler"""
"""Kepler-1755 b""","""Kepler-1755""",2021,"""Transit""","""Kepler"""
"""Kepler-1882 b""","""Kepler-1882""",2021,"""Transit""","""Kepler"""
"""Kepler-598 c""","""Kepler-598""",2020,"""Transit""","""Kepler"""
"""Kepler-305 c""","""Kepler-305""",2013,"""Transit""","""Kepler"""
"""Kepler-1693 c""","""Kepler-1693""",2021,"""Transit""","""Kepler"""
"""Kepler-1130 d""","""Kepler-1130""",2021,"""Transit""","""Kepler"""
"""Kepler-1090 c""","""Kepler-1090""",2021,"""Transit""","""Kepler"""
"""Kepler-1899 b""","""Kepler-1899""",2021,"""Transit""","""Kepler"""
"""Kepler-1754 b""","""Kepler-1754""",2021,"""Transit""","""Kepler"""
"""Kepler-1917 b""","""Kepler-1917""",2021,"""Transit""","""Kepler"""
"""Kepler-1685 b""","""Kepler-1685""",2020,"""Transit""","""Kepler"""
"""Kepler-462 c""","""Kepler-462""",2020,"""Transit""","""Kepler"""
"""Kepler-1859 b""","""Kepler-1859""",2021,"""Transit""","""Kepler"""
"""Kepler-1793 b""","""Kepler-1793""",2021,"""Transit""","""Kepler"""
"""Kepler-352 c""","""Kepler-352""",2014,"""Transit""","""Kepler"""
"""Kepler-1761 b""","""Kepler-1761""",2021,"""Transit""","""Kepler"""
"""Kepler-1888 b""","""Kepler-1888""",2021,"""Transit""","""Kepler"""
"""Kepler-1954 b""","""Kepler-1954""",2021,"""Transit""","""Kepler"""
"""Kepler-385 c""","""Kepler-385""",2014,"""Transit""","""Kepler"""
"""Kepler-1697 b""","""Kepler-1697""",2020,"""Transit""","""Kepler"""
"""Kepler-1085 b""","""Kepler-1085""",2016,"""Transit""","""Kepler"""
"""Kepler-1767 b""","""Kepler-1767""",2021,"""Transit""","""Kepler"""
"""Kepler-1751 b""","""Kepler-1751""",2021,"""Transit""","""Kepler"""
"""Kepler-1759 b""","""Kepler-1759""",2021,"""Transit""","""Kepler"""
"""Kepler-1817 b""","""Kepler-1817""",2021,"""Transit""","""Kepler"""
"""Kepler-1824 b""","""Kepler-1824""",2021,"""Transit""","""Kepler"""
"""Kepler-647 c""","""Kepler-647""",2020,"""Transit""","""Kepler"""
"""HD 24040 b""","""HD 24040""",2006,"""Radial Velocity""","""W. M. Keck Observatory"""
"""HD 213472 b""","""HD 213472""",2021,"""Radial Velocity""","""Multiple Observatories"""
"""Kepler-418 c""","""Kepler-418""",2021,"""Transit""","""Kepler"""
"""Kepler-1712 b""","""Kepler-1712""",2021,"""Transit""","""Kepler"""
"""Kepler-1858 b""","""Kepler-1858""",2021,"""Transit""","""Kepler"""
"""Kepler-1073 c""","""Kepler-1073""",2016,"""Transit""","""Kepler"""
"""Kepler-1891 b""","""Kepler-1891""",2021,"""Transit""","""Kepler"""
"""Kepler-595 b""","""Kepler-595""",2016,"""Transit""","""Kepler"""
"""Kepler-1881 b""","""Kepler-1881""",2021,"""Transit""","""Kepler"""
"""Kepler-281 b""","""Kepler-281""",2014,"""Transit""","""Kepler"""
"""Kepler-1961 b""","""Kepler-1961""",2021,"""Transit""","""Kepler"""
"""Kepler-1754 b""","""Kepler-1754""",2021,"""Transit""","""Kepler"""
"""Kepler-1165 b""","""Kepler-1165""",2016,"""Transit""","""Kepler"""
"""Kepler-1678 b""","""Kepler-1678""",2020,"""Transit""","""Kepler"""
"""Kepler-534 b""","""Kepler-534""",2016,"""Transit""","""Kepler"""
"""Kepler-511 b""","""Kepler-511""",2016,"""Transit""","""Kepler"""
"""WASP-80 b""","""WASP-80""",2012,"""Transit""","""SuperWASP"""
"""WASP-21 b""","""WASP-21""",2010,"""Transit""","""SuperWASP"""
"""YZ Cet b""","""YZ Cet""",2017,"""Radial Velocity""","""La Silla Observatory"""
"""YZ Cet c""","""YZ Cet""",2017,"""Radial Velocity""","""La Silla Observatory"""
"""CoRoTID 223977153 b""","""CoRoTID 223977153""",2017,"""Transit""","""CoRoT"""
"""Kepler-1734 b""","""Kepler-1734""",2021,"""Transit""","""Kepler"""
"""Kepler-1760 b""","""Kepler-1760""",2021,"""Transit""","""Kepler"""
"""Kepler-1680 b""","""Kepler-1680""",2020,"""Transit""","""Kepler"""
"""Kepler-418 b""","""Kepler-418""",2014,"""Transit""","""Kepler"""
"""Kepler-1968 b""","""Kepler-1968""",2021,"""Transit""","""Kepler"""
"""Kepler-1831 b""","""Kepler-1831""",2021,"""Transit""","""Kepler"""
"""Kepler-1690 b""","""Kepler-1690""",2020,"""Transit""","""Kepler"""
"""Kepler-1967 b""","""Kepler-1967""",2021,"""Transit""","""Kepler"""
"""Kepler-1957 b""","""Kepler-1957""",2021,"""Transit""","""Kepler"""
"""Kepler-1673 b""","""Kepler-1673""",2020,"""Transit""","""Kepler"""
"""Kepler-381 c""","""Kepler-381""",2014,"""Transit""","""Kepler"""
"""Kepler-511 b""","""Kepler-511""",2016,"""Transit""","""Kepler"""
"""Kepler-1468 d""","""Kepler-1468""",2021,"""Transit""","""Kepler"""
"""Kepler-1067 c""","""Kepler-1067""",2021,"""Transit""","""Kepler"""
